Q Q0 dL dH-dL a b dmin dmax-dmin Objective
0.367238 0.283357 0.0825912 0.867415 3.41119 3.39436 0.788591 0.978037 0.864094
0.364336 0.79345 0.0149112 0.256709 2.48204 1.29457 0.744769 0.329722 2.51412
0.674223 0.934494 0.711649 0.600974 1.15687 1.38376 0.399259 0.0986658 0.476001
0.331454 0.36354 0.792169 0.0261522 2.6189 2.71 0.398087 0.768783 0.129864
0.522825 0.272829 0.675532 0.842161 3.56688 1.37193 -0.194718 0.847468 0.310086
0.237019 0.37445 -0.0122263 0.262667 1.08588 3.32453 0.425743 0.610484 0.486982
0.723909 0.921127 0.88376 0.208171 1.32019 2.30299 0.942765 0.965951 0.547323
0.519505 0.76058 0.528374 0.0686498 2.22081 2.42305 0.233218 0.453028 0.264706
0.786706 0.287859 0.914458 0.361585 2.09315 2.2935 0.408061 0.217489 0.379702
0.642878 0.488457 0.325394 0.674034 1.76783 2.56875 0.76555 0.495967 0.810507
0.425858 0.233552 0.262247 0.506158 1.16362 2.28253 0.903686 0.877912 0.727237
0.738342 0.854699 0.973858 0.356234 2.20284 1.00296 0.437483 0.384431 0.391008
0.462524 0.25866 0.228795 0.462884 2.15395 1.71957 0.902311 0.606855 1.1801
0.473319 0.596634 0.616519 0.763837 1.6713 2.51789 -0.021858 0.239556 0.68422
0.269899 0.221963 0.245822 0.340855 3.20293 2.65918 0.0530958 0.333563 0.0797745
0.632144 0.873076 0.279595 0.735659 2.55971 3.98076 0.518332 0.511619 0.621003
0.941302 0.751767 -0.177357 0.967284 2.79835 1.29845 0.597032 0.146811 1.01042
0.727708 0.612925 -0.116 0.699614 3.34552 1.25073 0.783014 0.835489 0.934017
0.811359 0.389226 0.116685 0.93189 2.71088 0.855567 0.365894 0.933424 0.731861
0.33194 0.800989 0.365113 0.0776747 1.1385 1.05634 -0.170726 0.185275 0.894466
0.380995 0.750881 0.48815 0.718965 3.35051 2.39997 0.376469 0.132782 0.263185
0.543453 0.904098 0.055424 0.926339 1.97547 1.99871 0.643838 0.580974 0.814223
0.263346 0.377138 0.652697 0.0347091 1.83633 3.26773 0.511401 0.963047 0.0821862
0.950492 0.322615 0.783372 0.156347 2.63068 3.63293 0.442374 0.355264 0.649556
0.639924 0.386507 -0.0378969 0.846414 3.04421 3.83392 -0.186023 0.359005 0.450059
0.604213 0.522232 -0.133925 0.701165 3.00432 1.05282 0.551381 0.254065 2.25809
0.472019 0.838649 0.544686 0.38287 3.80243 3.10794 -0.0716286 0.252125 0.645736
0.684374 0.673477 0.488942 0.300217 1.19291 3.48609 0.440529 0.954113 0.505094
0.332154 0.552674 0.40506 0.667225 3.99439 1.532 0.00196001 0.29809 0.375062
0.227552 0.236962 -0.113864 0.292816 2.19659 3.16576 -0.146031 0.443407 0.189814
0.941097 0.4043 0.779212 0.162779 1.77573 1.39871 0.226178 0.633401 0.64977
0.377265 0.989471 -0.161483 0.72816 3.14915 2.89792 0.121016 0.191795 1.15465
0.355268 0.804744 0.415139 0.358089 1.69486 3.68694 0.0596857 0.949043 0.238836
0.905739 0.244968 0.229887 0.157427 1.94153 1.84 -0.063224 0.830576 0.655238
0.415302 0.369395 0.315006 0.624105 3.75921 3.44335 0.382123 0.626107 0.463616
0.666616 0.406878 0.503031 0.590074 1.08696 1.27929 0.00256831 0.335026 0.316251
0.383917 0.648531 0.965761 0.71139 1.06232 2.48119 -0.0538483 0.567189 0.625014
0.637386 0.785347 0.830436 0.919802 2.43791 1.80628 -0.00147532 0.830423 0.333853
0.927961 0.442058 0.727612 0.533002 3.47228 1.41506 -0.197578 0.572469 0.608631
0.222241 0.455979 0.969636 0.0410337 2.10903 2.53494 0.559984 0.658945 0.200165
0.521416 0.565904 0.688842 0.227687 2.71963 0.847945 0.15685 0.867812 0.351027
0.202146 0.407991 -0.0380842 0.692343 3.25605 1.41998 0.235097 0.75276 0.572065
0.494959 0.910726 0.155227 0.450769 2.17104 1.84391 0.594414 0.164936 2.38864
0.869405 0.239851 0.221057 0.182861 0.842665 1.90944 0.474764 0.998593 0.672746
0.321226 0.777978 0.94076 0.444958 1.03541 3.58175 0.443388 0.160846 1.05805
0.74421 0.471702 0.225008 0.960012 3.48791 1.77054 0.134487 0.596918 0.619935
0.476085 0.25343 0.561762 0.711347 0.804133 2.44645 0.62801 0.407571 0.395566
0.805031 0.589704 -0.133435 0.710134 0.991911 2.16471 0.287658 0.915114 0.673165
0.977632 0.794368 0.827924 0.0389428 1.82143 1.81934 0.142099 0.520403 0.66427
0.283439 0.398171 0.480673 0.900399 0.812149 1.64473 0.665844 0.211562 0.64147
0.537099 0.684089 -0.00727319 0.368239 0.956783 3.44685 0.965779 0.332274 2.34042
0.85741 0.924548 -0.0458424 0.336855 3.02022 1.03224 -0.14983 0.593874 0.65328
0.950017 0.240694 0.743741 0.909731 2.41497 1.14548 0.539306 0.152648 0.646413
0.668511 0.218282 0.966481 0.511458 3.45819 2.21284 0.416599 0.447754 0.380488
0.64678 0.729039 0.686921 0.862208 0.924132 1.50353 -0.0402865 0.840544 0.326741
0.708953 0.843125 0.00593299 0.583619 2.18549 3.746 -0.0394688 0.398581 0.521209
0.534724 0.571969 0.847815 0.794663 3.60973 1.74209 0.00119744 0.0376048 1.98763
0.955229 0.259321 0.749132 0.448162 2.06528 2.85258 0.718256 0.587548 0.690101
0.787384 0.546595 0.615133 0.939794 2.62671 1.45512 0.256237 0.130522 0.370367
0.721236 0.939904 0.405227 0.818517 1.25823 2.67669 0.572124 0.532013 0.594564
0.489687 0.74185 0.187034 0.285524 1.78794 1.8442 0.857483 0.0413908 4.5123
0.544939 0.93282 0.0396636 0.433294 1.19142 2.93747 0.480277 0.122889 3.11957
0.645167 0.76171 0.0966333 0.89449 3.9303 3.58959 -0.107459 0.116131 0.3465
0.370398 0.596547 0.976296 0.201865 3.35139 2.6871 0.213555 0.680415 0.337344
0.859991 0.846133 0.149895 0.970024 3.26084 2.34224 0.892165 0.509645 0.835991
0.901358 0.61584 -0.151175 0.913655 1.27295 3.04418 0.13081 0.235009 0.772584
0.28748 0.899002 0.58518 0.228858 3.33456 2.46125 0.286956 0.600924 0.261646
0.910444 0.614785 0.662755 0.690193 1.237 2.81442 0.00889369 0.248733 0.505199
0.251655 0.823992 0.0432424 0.256185 1.64319 3.00455 -0.133475 0.0388958 1.291
0.540404 0.760267 0.305203 0.551999 1.14999 1.81882 0.756555 0.689029 0.608215
0.355064 0.385669 0.713871 0.56042 3.84991 3.59346 0.736484 0.774854 0.357544
0.846295 0.951641 -0.0195261 0.784082 1.50562 1.07737 0.331466 0.252394 0.821245
0.953215 0.702115 0.123208 0.169187 3.74603 2.381 0.14036 0.380766 0.697213
0.401339 0.710506 0.431381 0.100446 1.14656 2.25475 0.591707 0.60808 0.281467
0.237928 0.221324 0.233225 0.710653 1.80265 1.37056 0.213673 0.247237 0.317422
0.307732 0.569305 0.359066 0.798819 3.81993 3.53363 -0.107582 0.858489 0.172116
0.532383 0.834946 0.393974 0.593432 3.6243 2.65084 0.095677 0.735901 0.328301
0.247277 0.334856 0.115652 0.882324 3.77276 1.36298 -0.0361355 0.918156 0.319004
0.828748 0.941801 0.287068 0.735628 1.0805 3.32085 0.994561 0.759531 0.733129
0.902111 0.607343 -0.0482963 0.280279 1.01676 1.58478 0.374538 0.238487 0.811754
0.28846 0.709086 0.0810287 0.974499 1.53318 1.16566 0.519289 0.773867 0.407059
0.634307 0.482829 -0.0677923 0.92996 2.85543 3.64636 0.161204 0.992211 0.60541
0.792006 0.805267 0.797021 0.351385 3.94616 1.94749 0.414534 0.840491 0.578985
0.264513 0.540941 0.962444 0.836357 2.42741 3.77861 -0.166462 0.238957 1.26529
0.210597 0.814365 0.800554 0.695692 2.12387 0.945781 0.768487 0.599933 0.192915
0.590968 0.945856 0.620291 0.445103 2.45898 3.59035 -0.0398345 0.316893 0.445421
0.258237 0.305602 0.1859 0.504238 2.00964 2.40007 0.990295 0.109967 11.4188
0.511791 0.475029 0.0136558 0.26913 1.83802 3.51945 0.248505 0.548155 0.568112
0.807095 0.203266 0.216161 0.13241 2.36374 3.64069 0.58029 0.093825 1.46562
0.555191 0.93981 0.763005 0.425351 1.44503 2.20593 0.636234 0.0653247 0.463943
0.621304 0.326555 0.31071 0.098278 3.47402 1.7978 0.618236 0.046137 14.4874
0.693486 0.900197 -0.0828814 0.823191 0.956297 2.67942 0.546984 0.849067 0.679854
0.833969 0.756855 -0.022165 0.133817 2.56763 3.3284 0.636149 0.836562 0.7404
0.595115 0.275521 -0.00199957 0.587829 3.93072 2.04907 0.861677 0.42979 1.70895
0.369582 0.30273 0.249287 0.0152556 2.87669 3.33027 0.357539 0.102276 1.11077
0.877306 0.646238 0.730526 0.764141 2.0176 3.0971 0.0841593 0.970945 0.59495
0.897636 0.520087 0.99865 0.930219 2.25361 2.5398 0.487689 0.974479 0.629449
0.339268 0.217276 0.227813 0.0617808 0.938274 2.51482 0.853165 0.49812 1.09612
0.649653 0.271027 0.0593421 0.832049 2.20666 2.60353 0.632606 0.436012 1.03274
0.250256 0.358555 -0.0577365 0.656573 2.81264 3.22484 0.718894 0.828834 0.909653
0.417756 0.696446 0.300728 0.872711 1.57375 1.84126 0.334561 0.594146 0.261537
0.757239 0.935787 0.506638 0.709998 3.44472 1.40377 0.830698 0.319681 0.855605
0.350799 0.98114 0.242907 0.218147 1.22769 2.63223 0.0960383 0.218238 0.405939
0.752203 0.901595 0.645287 0.290183 1.29672 2.18517 0.88356 0.512955 0.647803
0.578 0.62747 0.573069 0.871474 2.21041 3.86319 -0.0962013 0.902345 0.318736
0.758659 0.918981 -0.169343 0.0702068 2.8892 1.07582 0.491752 0.896931 0.788906
0.272251 0.681397 0.648493 0.9459 2.63522 1.56889 0.79554 0.39449 0.373389
0.814403 0.972659 0.15191 0.628703 3.33559 3.88403 0.731638 0.355901 0.891023
0.3412 0.493728 0.183611 0.220134 3.83982 1.85221 0.87288 0.464865 1.81672
0.322547 0.318508 0.793343 0.199803 2.45492 2.73496 0.482417 0.426778 0.165936
0.505733 0.982109 0.964261 0.91228 3.40884 3.96483 0.230321 0.406399 0.490989
0.358228 0.614158 0.593246 0.170738 3.58814 3.33658 0.112398 0.372363 0.425359
0.763015 0.7835 0.178723 0.909445 2.98934 2.21573 0.884902 0.120488 2.76964
0.620512 0.431777 -0.00825696 0.401063 3.26155 3.81532 0.161999 0.0747783 1.62153
0.454561 0.719077 0.534041 0.425988 1.77305 2.59417 0.813652 0.199705 1.10616
0.801075 0.70454 -0.175517 0.695555 3.25777 2.77712 -0.198367 0.861946 0.632452
0.582599 0.491701 -0.151695 0.333132 3.64647 1.70819 0.910001 0.921537 1.13103
0.493699 0.935678 0.33498 0.392132 2.92208 2.29754 0.875059 0.901569 0.613832
0.218134 0.230173 0.675806 0.946254 1.81058 1.6135 -0.00321954 0.0241804 2.14962
0.814571 0.790875 0.12707 0.646851 1.26741 1.98049 -0.0615293 0.273385 0.522498
0.351061 0.850545 0.265906 0.0266259 3.25868 2.74385 0.308766 0.463091 0.203278
0.890611 0.814836 0.133374 0.111518 1.78434 1.06969 0.037914 0.441644 0.651744
0.270266 0.250267 0.738361 0.794981 1.78921 1.01758 0.411739 0.234411 0.281251
0.967397 0.784742 0.528843 0.162228 3.26789 0.99032 0.964189 0.659148 0.724798
0.905644 0.96572 0.161691 0.37659 1.3673 1.57054 0.516014 0.266266 0.765945
0.25317 0.538842 -0.119091 0.0365009 1.16469 3.72766 0.577587 0.213005 9.73057
0.951444 0.888351 0.812168 0.277034 2.36672 0.884973 -0.0869003 0.542641 0.627556
0.631053 0.596769 0.327646 0.616587 2.94588 3.17067 0.763986 0.868834 0.693967
0.459102 0.337714 0.542501 0.69336 2.12225 1.83024 0.665195 0.28531 0.66541
0.485125 0.899712 0.611123 0.010593 2.88799 2.78186 0.0139428 0.989159 0.245577
0.721371 0.574158 -0.154988 0.681046 1.74655 3.68503 0.049011 0.898131 0.607547
0.730892 0.63264 0.332884 0.757188 3.74619 3.96571 -0.186037 0.553859 0.441603
0.768641 0.706363 0.70743 0.67743 1.94523 2.84983 0.378908 0.769336 0.52619
0.520804 0.493119 -0.169651 0.689079 3.06954 1.37468 -0.0145453 0.189188 0.981049
0.779623 0.20216 -0.140528 0.449453 1.56379 2.25399 0.201995 0.0314939 7.94044
0.723807 0.871686 0.458321 0.352416 3.41526 2.51958 0.315861 0.474216 0.531031
0.649127 0.382253 0.0330801 0.484624 1.71521 2.86746 0.760317 0.134607 4.70816
0.900745 0.363489 0.775937 0.493091 2.15217 3.59318 -0.0642822 0.411941 0.52891
0.727592 0.588148 0.30267 0.317465 2.87228 1.23813 0.317172 0.0298858 0.758837
0.797869 0.71762 0.335434 0.0971099 3.8017 1.70708 0.909371 0.875829 0.774379
0.628483 0.330077 0.691082 0.997319 2.40235 3.18142 0.134524 0.644775 0.357272
0.392459 0.879133 0.700702 0.786231 2.37752 3.65805 0.285092 0.0233256 2.02975
0.894126 0.757684 0.888773 0.448945 1.4636 1.59921 0.444362 0.686244 0.609576
0.429028 0.757642 0.227776 0.280746 1.94481 3.80816 -0.106447 0.0390263 1.56534
0.96253 0.803291 0.0392444 0.748339 2.78111 2.45912 0.2621 0.177654 0.739266
0.798143 0.64513 -0.0887693 0.671781 2.02345 2.93972 0.419951 0.301055 0.92301
0.69561 0.532308 0.548671 0.461165 2.3283 2.88957 0.939644 0.129823 1.69629
0.62693 0.958886 0.518382 0.283709 1.54414 2.80204 0.364483 0.66909 0.399141
0.445643 0.647059 -0.124247 0.672866 3.48854 1.12013 -0.132989 0.905605 0.487412
0.380809 0.642433 0.269228 0.198869 1.81407 1.60007 0.428636 0.633975 0.361988
0.978609 0.669101 0.687124 0.850384 2.8692 3.62118 0.262689 0.347109 0.667536
0.349022 0.550693 0.492126 0.623584 2.05516 3.93044 0.228522 0.415924 0.25467
0.720649 0.549615 -0.0860322 0.489394 2.39259 3.62894 0.886689 0.28041 1.77779
0.547477 0.759695 0.214978 0.0809954 1.41561 3.93192 0.161513 0.444319 0.363022
0.520302 0.557424 0.471932 0.546303 2.76148 3.60396 0.488715 0.271939 0.454805
0.383845 0.761377 0.158775 0.291845 2.95518 3.59492 0.86531 0.576433 1.02622
0.617635 0.373391 0.703762 0.725627 2.86618 3.51999 -0.134266 0.237863 0.591367
0.807696 0.255634 -0.180431 0.448269 3.16905 3.27177 0.949971 0.711619 0.930594
0.868778 0.75363 0.125964 0.818505 2.43303 1.38058 0.744757 0.414856 0.841121
0.789503 0.299383 -0.118892 0.554103 1.63914 2.10277 0.325192 0.700948 0.738064
0.454678 0.279709 -0.00333363 0.490582 2.50352 3.31696 0.350407 0.778195 0.640382
0.775118 0.263395 0.974012 0.448152 2.52184 3.94951 0.226084 0.161468 0.447419
0.829293 0.5944 0.177907 0.542141 3.31968 1.0788 0.790954 0.539885 0.858075
0.815726 0.934557 0.761155 0.866661 1.74367 3.21709 0.302481 0.884832 0.542145
0.560766 0.650493 0.253967 0.65982 1.76073 1.33399 0.973837 0.782909 0.866536
0.501949 0.871324 0.522481 0.531856 1.41822 3.3226 0.877393 0.281659 0.900851
0.775536 0.560911 0.0386334 0.427878 1.98069 3.08721 0.197906 0.634157 0.648386
0.417697 0.44973 0.36349 0.0984504 0.978503 3.88848 0.149377 0.763957 0.230533
0.885898 0.795815 0.565132 0.0134556 3.42674 2.25131 0.584739 0.303409 0.679922
0.986257 0.488178 0.622747 0.467672 1.46899 3.94131 0.0321802 0.240896 0.653361
0.607379 0.673794 0.218375 0.0875507 2.40309 1.8717 0.185431 0.721219 0.501269
0.762603 0.243208 0.821549 0.810958 1.56355 1.22967 0.772819 0.334669 0.614358
0.492019 0.463126 0.179739 0.601632 3.47734 1.94326 0.336397 0.587953 0.640897
0.624423 0.386619 0.795098 0.645987 3.44818 3.24363 -0.0726113 0.525277 0.334839
0.411582 0.582747 -0.0447591 0.086352 2.21586 2.58019 0.437091 0.395481 1.08079
0.494149 0.940449 0.991038 0.393334 1.96479 1.04523 0.869302 0.10867 0.274667
0.822496 0.833374 0.565794 0.149177 2.48749 3.18478 0.307103 0.500228 0.560491
0.336831 0.454874 0.293054 0.18537 2.43444 2.49239 0.951187 0.996152 0.684537
0.808095 0.305029 0.511491 0.085685 3.9347 3.94568 0.491002 0.391792 0.644823
0.529918 0.797533 0.856078 0.083222 2.47224 2.63067 0.917873 0.116501 0.613527
0.711333 0.895417 0.209971 0.799905 3.6086 2.06153 -0.123732 0.337804 0.41545
0.461551 0.235515 -0.161153 0.832275 0.870933 3.18067 0.471933 0.378402 1.37444
0.638191 0.49764 0.865869 0.855575 0.992282 1.31815 0.815614 0.713012 0.483668
0.517763 0.543662 0.0703787 0.935105 3.85437 0.835226 0.177061 0.959617 0.679303
0.588497 0.250119 0.287565 0.419814 3.61457 1.09294 0.751286 0.603364 1.01734
0.955166 0.393586 0.6084 0.660578 1.47539 3.07476 0.359976 0.435575 0.66514
0.934086 0.884254 -0.121845 0.417742 1.34914 3.54456 0.379321 0.775465 0.706809
0.906706 0.404277 0.336297 0.0515848 1.67872 2.79775 0.136981 0.91513 0.653955
0.505919 0.541516 0.44282 0.62093 0.888044 3.14453 0.155701 0.246376 0.357216
0.244931 0.927623 0.0138705 0.37191 2.60537 2.49503 0.700662 0.779083 0.401963
0.941998 0.352918 0.115112 0.560134 1.24785 3.01522 0.734136 0.52961 0.739871
0.855052 0.777605 0.852619 0.260729 1.41161 1.46879 0.899509 0.87777 0.647833
0.757598 0.25587 0.499473 0.168593 2.73611 1.03853 0.126953 0.993019 0.609326
0.340483 0.757401 0.353108 0.565893 1.62678 2.86387 0.731566 0.129651 3.71288
0.225952 0.613927 0.5706 0.892153 3.02305 3.93189 -0.0808794 0.340292 0.728261
0.440984 0.962095 0.13688 0.172355 1.34328 0.945856 0.0389017 0.0772379 0.392163
0.278222 0.691412 -0.0641195 0.873436 2.43596 1.83784 -0.0393695 0.179094 0.183457
0.93005 0.876442 0.72306 0.887383 1.89203 2.2501 0.693249 0.961988 0.672795
0.919196 0.311373 0.543974 0.277711 1.38107 3.39575 0.958398 0.147243 0.87689
0.326008 0.367735 0.800302 0.824521 3.55916 3.10355 0.597239 0.298545 0.166284
0.75896 0.801096 0.859633 0.549875 0.920351 3.64148 -0.086948 0.675142 0.395863
0.28343 0.397485 0.694634 0.413175 1.04423 1.96218 0.736051 0.458337 0.173366
0.851465 0.297348 0.884608 0.791726 3.26395 3.52438 0.161487 0.592321 0.535005
0.216015 0.213829 0.492069 0.395152 1.50185 3.63755 -0.070055 0.5846 0.327004
0.797954 0.827282 0.7541 0.966216 1.48982 1.05689 0.552861 0.382898 0.541534
0.878278 0.881082 -0.0202202 0.519031 3.36847 1.77003 0.706826 0.880643 0.757371
0.921417 0.225708 0.253221 0.268938 2.47437 0.923883 0.55807 0.176619 0.824678
0.44142 0.649678 -0.179309 0.693055 3.30765 3.53352 0.605604 0.714178 1.01029
0.62083 0.460121 -0.0583131 0.0487008 1.18318 2.23853 -0.0943719 0.955007 0.474188
0.945334 0.508704 0.989601 0.902359 3.91844 3.49391 0.332673 0.452827 0.628484
0.910823 0.211426 0.0750753 0.3185 3.78378 1.00376 0.890399 0.608114 0.814093
0.48305 0.258813 0.863829 0.847847 2.83944 2.68068 0.585298 0.476977 0.287339
0.861809 0.827029 0.410728 0.967371 3.20298 2.66697 0.91332 0.318655 0.849069
0.299792 0.343549 -0.0415795 0.539162 3.60674 1.30343 0.0588378 0.848283 0.551079
0.661786 0.918171 0.0259652 0.541984 2.44928 3.69172 -0.00741041 0.0248176 0.339064
0.395426 0.267222 0.579859 0.264123 3.05127 3.14357 0.268803 0.472922 0.197337
0.787643 0.508679 0.632061 0.70524 1.28412 3.45163 0.519344 0.543105 0.565796
0.632389 0.540516 0.620162 0.486245 2.42703 3.53799 0.0824906 0.192553 0.475152
0.649545 0.200267 0.645501 0.567441 2.87648 3.28885 0.518956 0.151448 0.392478
0.723274 0.246315 0.955874 0.701267 2.33653 1.58265 0.563385 0.334802 0.427211
0.240881 0.809498 -0.154111 0.297467 1.0656 1.49734 0.617854 0.736186 0.433034
0.261423 0.210495 0.499153 0.391394 3.18963 2.52461 0.677856 0.187802 1.14985
0.275619 0.245577 0.492664 0.570053 3.87931 3.18126 0.834414 0.617245 0.753448
0.987896 0.737902 0.107446 0.107582 1.74661 2.71392 0.718194 0.234533 0.747841
0.862253 0.344022 0.537456 0.0653751 1.04763 2.63651 -0.193037 0.804763 0.556294
0.883996 0.65466 -0.0777018 0.297068 2.43635 3.67566 0.146755 0.304996 0.72815
0.761545 0.255396 0.13372 0.393374 2.14732 0.935873 0.470046 0.237324 1.00716
0.597415 0.416899 0.137914 0.843603 3.28197 2.63822 0.348207 0.702897 0.661768
0.621481 0.959431 0.583469 0.168782 3.63389 1.08343 0.708881 0.914468 0.612699
0.347193 0.902633 0.613036 0.126472 3.0436 1.67562 0.378513 0.980819 0.111046
0.85301 0.399313 0.50869 0.693249 2.825 2.80366 0.731228 0.998131 0.68944
0.587586 0.913411 0.101294 0.949345 0.94151 3.66057 0.762907 0.446426 0.976818
0.272179 0.239685 0.95413 0.287018 3.3535 3.87746 0.663222 0.184136 0.489345
0.604272 0.328041 0.774854 0.482156 2.66762 2.96533 0.23947 0.905048 0.387197
0.369854 0.679683 0.308176 0.929511 3.29499 3.23537 0.275721 0.555239 0.229018
0.775772 0.329341 0.695456 0.720033 1.8837 1.28088 -0.0689678 0.712249 0.483804
0.289746 0.920729 -0.189621 0.350301 3.02268 1.77363 0.34979 0.0306415 3.7789
0.638615 0.329783 -0.125469 0.156061 2.87264 3.93547 -0.160259 0.423161 0.526798
0.715512 0.713715 0.423062 0.761191 1.96125 1.82597 0.745992 0.0764212 2.2688
0.454942 0.837847 0.915778 0.431551 0.860174 0.847118 -0.0196354 0.333257 0.746285
