Q,Q0,dL,dH-dL,a,b,dmin,dmax-dmin,Objective
0.931582,0.294977,0.828923,0.270531,3.86099,1.35207,0.821106,0.860293,0.704186
0.605453,0.706827,0.0443806,0.968769,0.88933,2.97083,0.0524672,0.606431,0.438588
0.819445,0.663769,0.218594,0.394948,1.84179,1.63557,0.959774,0.436335,0.91519
0.73506,0.777465,0.0109075,0.441359,3.71774,3.55687,0.482692,0.333076,0.951746
0.814685,0.282434,0.426267,0.508823,3.55961,2.77733,0.66478,0.988344,0.700262
0.73488,0.312508,0.498127,0.244363,3.63551,1.24637,0.73235,0.133668,1.17831
0.743975,0.340134,0.221845,0.338761,3.07623,2.28722,0.57785,0.354818,0.873823
0.594627,0.462583,0.786399,0.673397,1.8566,3.25731,0.390858,0.778283,0.361346
0.349228,0.319612,-0.14589,0.875271,2.26363,1.45741,0.645636,0.793015,1.16903
0.363742,0.74212,0.8487,0.992396,1.28727,3.95822,0.432526,0.1433,0.961049
0.623406,0.793071,0.406866,0.821236,1.48145,2.25581,0.126504,0.688795,0.374798
0.742809,0.396137,0.0682934,0.822881,3.18937,2.65234,0.654823,0.755558,0.806367
0.958347,0.96642,-0.0328546,0.896801,2.94625,1.21006,0.718937,0.686038,0.740004
0.807841,0.372766,0.503323,0.512577,3.1427,3.74533,0.756974,0.698692,0.69815
0.691512,0.500925,0.554265,0.0801562,1.65476,1.38504,0.248386,0.433857,0.434426
0.82312,0.729597,-0.181626,0.339937,3.45123,3.24239,0.458398,0.692354,0.781136
0.390822,0.770268,0.588997,0.0277236,0.83507,1.04159,0.901814,0.817139,0.274341
0.973608,0.42118,-0.0532025,0.121856,0.810067,2.20214,0.529721,0.846518,0.712725
0.234415,0.516933,0.860821,0.674142,1.58442,2.71286,0.838396,0.26705,0.0783362
0.647775,0.506856,0.733098,0.519287,2.79402,2.13975,0.352514,0.316384,0.345055
0.29433,0.40875,0.832847,0.112546,1.9439,3.86107,0.741902,0.831316,0.114737
0.783908,0.393847,0.114062,0.640199,2.60934,1.55154,0.981038,0.923559,0.839642
0.246094,0.335347,0.591706,0.664258,3.0918,1.17339,0.633166,0.0232308,2.73838
0.348154,0.364935,0.370424,0.999043,1.69818,2.3199,0.728429,0.564226,0.643917
0.685027,0.448975,0.472689,0.444409,2.86194,1.76256,0.480191,0.0264299,0.692728
0.404472,0.455343,0.761744,0.691751,0.989738,1.01876,0.473782,0.49224,0.127279
0.362411,0.970829,0.708528,0.0972393,3.77491,3.56741,0.903758,0.336107,0.439253
0.8941,0.455745,0.628297,0.0328513,1.02294,1.33842,0.0361001,0.335524,0.533908
0.522497,0.240223,0.460489,0.632221,1.38289,3.73517,0.141636,0.0410075,1.32316
0.301158,0.951469,0.581053,0.862061,3.84518,3.92938,0.890063,0.191926,1.31181
0.734697,0.953842,0.730746,0.429082,0.956204,0.817622,0.557839,0.525894,0.477299
0.979336,0.842531,-0.0189192,0.805469,1.56396,0.956263,0.262912,0.456648,0.719097
0.340554,0.63765,0.38488,0.209239,2.43827,3.73894,0.539104,0.0847468,1.72507
0.291735,0.335693,0.0782663,0.599933,0.898658,2.86609,0.81579,0.364501,2.00553
0.423221,0.766399,0.534435,0.696706,1.74123,2.34092,0.698125,0.244489,0.55278
0.964454,0.554459,0.128611,0.988695,3.29319,1.16713,0.564911,0.241845,0.767597
0.329666,0.300727,0.0961668,0.0637852,2.87305,2.16989,0.362232,0.766399,0.594989
0.320809,0.612087,0.554784,0.465729,2.82336,1.93426,-0.135614,0.146595,1.20169
0.361595,0.402434,0.756676,0.508145,1.28994,3.7555,0.59778,0.358,0.197748
0.910265,0.505606,0.114284,0.998907,2.86095,2.06796,-0.175794,0.0227811,0.482027
0.965086,0.892422,0.60793,0.59066,2.6016,3.07271,-0.0223778,0.705412,0.662069
0.864522,0.736637,0.0753055,0.311688,2.76234,1.65451,0.0155567,0.299833,0.647333
0.914026,0.967322,0.733808,0.717968,3.93688,2.7433,0.653031,0.353218,0.664359
0.237931,0.402818,0.0502971,0.354031,1.32549,1.7499,0.0818089,0.637863,0.188649
0.718676,0.462481,-0.0417989,0.880833,1.1909,3.1293,0.955929,0.937464,0.810917
0.516956,0.429371,-0.058924,0.764112,2.51534,2.08301,0.293616,0.777663,0.687749
0.648142,0.364996,0.889474,0.412697,3.29169,1.18623,0.192277,0.296937,0.363163
0.465091,0.81649,0.98197,0.53065,3.92566,2.40836,0.976088,0.231713,0.38035
0.571643,0.795186,0.986517,0.212262,3.79201,3.1997,0.254454,0.214501,0.671499
0.29078,0.672937,0.214263,0.24147,3.97658,1.63073,0.0630182,0.0981853,0.508358
0.505418,0.303817,0.00947169,0.804111,1.61479,1.03576,0.247168,0.433137,0.794849
0.468667,0.419674,-0.125145,0.0149647,1.77279,1.22364,-0.0831137,0.501792,0.486959
0.486185,0.804686,0.389662,0.584684,2.63254,3.83006,0.183983,0.64673,0.27606
0.924294,0.818593,0.205257,0.565691,2.00224,3.76028,0.700029,0.996984,0.700425
0.898196,0.851692,0.534474,0.440907,2.56842,1.54015,-0.183258,0.773818,0.604178
0.794405,0.742889,0.295197,0.754826,2.02639,2.07072,0.134661,0.566746,0.574463
0.369503,0.572744,0.509883,0.221384,2.75147,1.19076,0.0862956,0.762076,0.166787
0.493206,0.353065,0.315775,0.230907,0.844198,3.90665,0.0431835,0.322322,0.304561
0.667457,0.937388,0.095733,0.482594,2.28255,1.72193,0.0723185,0.833,0.517082
0.940522,0.470417,0.462298,0.32945,3.88863,0.957061,-0.0381324,0.285518,0.621695
0.571761,0.521775,0.986959,0.71469,2.71773,3.34939,0.365413,0.358093,0.368332
0.795606,0.287514,0.3001,0.0170858,3.65236,2.30955,-0.0407273,0.168868,0.420208
0.80771,0.443653,-0.0226165,0.551196,2.90468,3.94354,0.956387,0.802337,0.837939
0.402471,0.587318,0.312376,0.136803,1.69701,3.9485,-0.0438709,0.913289,0.218152
0.320043,0.26223,0.628047,0.448538,1.8442,1.84742,0.704042,0.259208,0.500269
0.815764,0.246897,0.937749,0.358762,2.71379,2.53726,0.495527,0.718657,0.573683
0.9359,0.707824,0.904547,0.414583,2.48696,1.11901,0.833852,0.0676733,0.640389
0.370696,0.961834,0.57042,0.121494,3.54113,2.3076,0.47158,0.729048,0.143576
0.637261,0.547894,-0.126117,0.179729,0.903397,3.15992,0.0734469,0.335779,0.642327
0.889257,0.614314,0.338956,0.507979,2.64645,3.65297,0.474276,0.251359,0.711538
0.615269,0.501682,0.411754,0.659025,1.7363,2.84217,0.273798,0.0828963,0.340313
0.629472,0.900493,0.0158784,0.242059,3.67443,1.21718,-0.0576819,0.819938,0.548405
0.984194,0.628947,-0.125264,0.218287,2.1272,1.22938,0.147229,0.0201084,1.01294
0.253013,0.924074,0.401262,0.892011,1.30573,3.94335,0.0867018,0.419298,0.544903
0.795471,0.89622,0.336178,0.947944,3.56084,3.7573,0.780837,0.47919,0.775977
0.337969,0.925672,0.626838,0.428479,1.66434,1.82561,0.338929,0.0532455,1.34298
0.910449,0.528351,0.0714107,0.40703,1.85359,2.58878,0.524394,0.987871,0.704337
0.545729,0.496665,0.914689,0.333402,2.24874,1.71231,0.489853,0.0645806,1.13018
0.734487,0.578425,0.450436,0.148304,1.18102,2.03352,-0.0890552,0.900784,0.462411
0.290856,0.779062,0.0217108,0.329264,2.80934,3.74777,0.809236,0.19955,8.93749
0.459112,0.765678,0.745408,0.973428,3.56878,1.74912,0.87894,0.262071,0.685495
0.66623,0.759711,0.307149,0.894524,1.6733,1.70389,0.723928,0.897609,0.649148
0.482842,0.571193,0.913559,0.27151,3.96701,2.59672,0.461405,0.556298,0.267364
0.426029,0.985922,0.328735,0.697668,1.66414,2.4819,0.849017,0.892209,0.401432
0.576783,0.948471,-0.00475869,0.556403,3.83939,1.90353,-0.110013,0.737572,0.449026
0.238946,0.723987,0.351211,0.352474,3.08601,1.19311,0.324259,0.680924,0.157231
0.466148,0.711761,0.167747,0.615308,2.82141,0.965219,0.803254,0.305351,2.26487
0.280315,0.443456,0.516283,0.290092,2.91769,1.75486,0.526218,0.740531,0.303153
0.711737,0.310717,0.748996,0.904678,2.14445,1.61464,0.232646,0.720986,0.475381
0.750043,0.50189,-0.0424696,0.643536,3.06683,2.23428,0.330444,0.362097,0.865158
0.464496,0.781197,0.972826,0.349194,2.64071,3.68906,-0.105315,0.55351,0.562492
0.729852,0.978212,0.425797,0.397011,1.71666,3.83616,0.301125,0.176767,0.432771
0.254537,0.922244,0.40528,0.297838,2.57873,1.25397,0.725895,0.378623,0.534713
0.264482,0.592948,0.666165,0.805882,2.28381,2.65547,0.100016,0.739702,0.297546
0.730488,0.22496,0.116908,0.188568,2.49557,2.28061,0.127065,0.644833,0.629684
0.809761,0.420483,0.735517,0.673982,2.37745,1.04017,0.259419,0.656913,0.572207
0.896048,0.965611,0.881547,0.874974,3.854,1.99945,0.219174,0.540526,0.58395
0.736609,0.453109,-0.137031,0.582615,2.67707,1.06296,0.922372,0.3309,1.71877
0.479805,0.795915,0.368153,0.456747,2.42151,1.81361,0.680654,0.086738,4.76548
0.800969,0.633076,0.615416,0.754539,2.09412,3.52323,0.905565,0.0648958,1.64707
0.506749,0.813666,0.974271,0.508997,0.986045,3.89429,0.51485,0.629554,0.322409
0.856183,0.977434,0.899972,0.591939,3.15758,3.23879,0.435272,0.442002,0.540998
0.829073,0.341172,0.577743,0.517092,1.47124,2.68732,0.172442,0.23761,0.454408
0.649283,0.372329,0.622913,0.397814,3.1819,2.59502,0.12972,0.371758,0.344745
0.605231,0.717966,0.802411,0.433843,3.66282,3.90419,0.566942,0.379691,0.367508
0.756057,0.66704,-0.079859,0.861982,1.15943,2.65213,0.00919737,0.310308,0.622464
0.823771,0.224046,0.884802,0.206463,1.2444,2.9343,0.806372,0.0476051,0.450964
0.759055,0.758396,0.621353,0.230038,1.31754,3.19298,0.534683,0.721308,0.550009
0.745454,0.322116,-0.0101684,0.364363,1.29025,2.55299,0.678845,0.20928,1.54761
0.696649,0.828224,0.113665,0.037572,2.87356,1.85368,0.908247,0.452646,1.13536
0.287476,0.217681,0.963079,0.379239,1.50292,1.72939,0.334485,0.334696,0.501128
0.637533,0.353061,0.189138,0.782953,2.7466,3.29808,0.105698,0.161544,0.428611
0.349117,0.52643,-0.077539,0.844698,2.25342,1.42017,0.375816,0.550227,0.87908
0.803315,0.453931,0.165217,0.3033,0.848421,2.87009,0.604068,0.613408,0.709303
0.345396,0.782097,0.437372,0.116621,2.49235,0.965354,0.923028,0.240702,2.38959
0.612133,0.269922,0.515742,0.325675,2.17091,2.14243,0.126754,0.950316,0.438463
0.983767,0.864593,0.291436,0.547279,2.2291,2.55229,0.668707,0.698591,0.708949
0.247266,0.755009,0.460987,0.273954,2.42591,3.78093,0.254413,0.272171,0.417395
0.231335,0.5655,-0.0205479,0.770808,1.50794,1.59372,0.0823241,0.509864,0.195114
0.603804,0.244332,0.913389,0.840792,3.9216,1.02319,-0.094627,0.943762,0.390469
0.670127,0.58896,0.907033,0.786264,3.64697,2.70189,0.073538,0.497496,0.343317
0.818237,0.701722,0.00301473,0.361231,1.03595,2.94195,0.613254,0.678004,0.737121
0.783423,0.861604,0.814699,0.584557,3.2491,3.18373,0.0591323,0.181155,0.410545
0.208051,0.676233,0.985308,0.565862,2.32071,3.54356,0.281712,0.0266169,2.1934
0.396096,0.861193,0.976354,0.519142,1.4977,2.35167,0.397348,0.455906,0.483086
0.405658,0.202793,0.0669008,0.568861,3.21986,3.11425,0.165793,0.225795,0.69064
0.596036,0.68192,-0.159971,0.471556,3.35635,3.61076,0.329116,0.861252,0.700085
0.957502,0.841054,0.935398,0.739165,2.24393,3.11632,0.25862,0.420668,0.628674
0.892056,0.920201,0.668117,0.259095,2.73443,1.05911,0.897976,0.25789,0.762141
0.33099,0.303822,0.157235,0.956005,1.69602,2.50957,0.418859,0.716864,0.462917
0.770141,0.798218,0.880966,0.782344,2.97501,1.65898,0.089611,0.093843,0.761515
0.502157,0.760448,0.0506243,0.242483,1.79203,0.849272,0.281489,0.0158887,4.95719
0.954881,0.669234,0.643291,0.241121,2.93913,3.06007,0.540387,0.58759,0.684638
0.255054,0.911795,0.435493,0.13836,1.39287,0.808765,0.0799637,0.933624,0.318224
0.473566,0.422653,-0.0580008,0.247289,1.74362,1.66087,-0.0573192,0.549116,0.412322
0.461507,0.375178,0.98314,0.22219,0.943528,3.276,0.595003,0.749449,0.244557
0.322936,0.251208,0.23137,0.450432,1.96758,1.10942,0.168906,0.679143,0.381006
0.778004,0.209133,0.91813,0.933668,2.5243,3.65404,0.420845,0.484309,0.476267
0.979384,0.414794,0.778854,0.946707,1.28941,3.4078,0.828662,0.847097,0.697017
0.310229,0.565288,0.71629,0.5759,2.217,2.64175,0.849215,0.783175,0.24384
0.518415,0.905436,0.237063,0.732485,1.14243,2.79535,0.198108,0.12755,0.28357
0.639636,0.418514,0.135427,0.926126,1.24578,3.70038,0.00584523,0.0234689,0.851774
0.38137,0.570874,0.111158,0.681073,3.26066,3.22499,0.39133,0.931518,0.455695
0.293274,0.730121,0.368033,0.103202,0.818251,2.12999,0.561931,0.0571108,6.35447
0.359667,0.971122,0.0944313,0.16618,2.03303,3.65926,0.848741,0.3965,1.48572
0.786321,0.904123,0.932162,0.412536,2.2165,3.43911,0.719647,0.341271,0.508432
0.428803,0.802669,0.424286,0.777342,2.01425,3.56445,-0.146033,0.759416,0.298713
0.946366,0.759775,0.01314,0.830997,2.38559,2.95809,0.823129,0.935699,0.725587
0.408616,0.373158,0.830494,0.337065,0.970984,2.14816,0.202982,0.313943,0.579663
0.854991,0.460168,0.572835,0.183623,2.6389,2.50153,0.236788,0.97609,0.624697
0.234893,0.291274,0.354166,0.819868,1.34727,3.38444,0.273809,0.939283,0.102966
0.550559,0.661257,0.253338,0.352377,1.80677,1.66714,0.938292,0.69889,0.875007
0.774449,0.263541,0.382877,0.777458,2.13102,3.72349,0.0632596,0.0923101,0.380551
0.892599,0.657592,0.530118,0.973053,0.801506,1.49211,0.489014,0.552822,0.645866
0.649873,0.683178,-0.156738,0.0121724,1.16146,1.95405,0.731928,0.97259,0.767352
0.34029,0.789866,0.147708,0.0586491,0.893418,1.60691,0.297282,0.707488,0.113194
0.549717,0.444245,0.319465,0.638122,2.7523,3.79691,-0.10369,0.359156,0.309084
0.836352,0.797517,-0.170696,0.607035,1.31603,0.935985,0.237696,0.183677,1.0018
0.252894,0.389584,0.149616,0.125293,3.35705,1.95116,0.98889,0.422044,2.83209
0.649093,0.766733,-0.165777,0.738401,2.36407,3.14721,0.962074,0.846345,0.964373
0.788689,0.459776,0.858547,0.158588,2.21133,1.66264,0.935001,0.394035,0.676733
0.255587,0.302033,0.83633,0.504667,1.55805,3.6039,0.558763,0.321976,0.310437
0.603611,0.706883,0.638753,0.304026,2.44622,2.06129,0.0484265,0.980595,0.357136
0.81768,0.424798,0.674372,0.572194,1.31075,3.42284,0.528527,0.190408,0.523825
0.949371,0.855728,0.848624,0.387843,1.93353,2.10234,0.387848,0.355338,0.630843
0.858974,0.454573,0.0621099,0.190471,3.91604,3.68623,0.0840926,0.199072,0.679826
0.673712,0.900857,0.563008,0.524239,1.72951,2.11463,0.589015,0.762976,0.515041
0.593583,0.605824,-0.0815209,0.543472,3.83807,1.86172,0.598619,0.197966,3.11531
0.668724,0.430945,0.348397,0.467504,3.88477,1.7841,0.568324,0.928914,0.706241
0.618166,0.777444,-0.0657346,0.593875,1.02486,1.10211,0.671013,0.808143,0.760406
0.723387,0.885712,-0.0135701,0.678596,2.40997,2.29612,-0.023526,0.801161,0.564032
0.280426,0.856502,0.498045,0.758701,2.87715,0.966637,0.472052,0.484044,0.143391
0.428998,0.841032,0.836675,0.179277,1.08545,1.87374,0.176773,0.741097,0.33601
0.652307,0.850384,0.736736,0.327472,0.840533,1.47034,0.487481,0.649933,0.383794
0.836856,0.31125,0.101414,0.559563,2.53978,0.905095,0.522655,0.929354,0.755192
0.754922,0.936613,0.561649,0.660097,3.96645,1.25345,0.308991,0.885666,0.58939
0.807747,0.727324,0.0950731,0.924831,2.51669,2.49792,-0.0134502,0.72439,0.608279
0.716328,0.398866,0.311294,0.461824,1.15622,2.68252,0.544162,0.645183,0.635894
0.231568,0.676709,0.246586,0.932553,2.55225,1.77398,0.261564,0.056154,0.236005
0.819286,0.615792,0.320539,0.472629,1.28333,2.74918,0.0502996,0.923057,0.57786
0.376118,0.980338,0.760184,0.884466,3.74717,2.26579,-0.0871739,0.609228,0.497209
0.802872,0.431462,-0.0474221,0.826306,3.82321,2.3461,-0.127088,0.724731,0.645542
0.648384,0.791186,0.97607,0.98904,2.07943,3.80493,0.132696,0.786345,0.341101
0.244903,0.470516,0.984196,0.459547,2.73171,3.70143,0.147288,0.304282,0.888503
0.607098,0.950452,0.983178,0.265059,2.26015,2.62858,0.473391,0.414066,0.313629
0.493376,0.932335,0.773383,0.96178,3.75665,1.4856,0.70153,0.474266,0.368215
0.506472,0.476124,0.940043,0.650944,2.35921,1.48127,0.343077,0.562498,0.260539
0.794323,0.936878,0.067504,0.2509,3.9978,1.92351,0.764123,0.807903,0.798497
0.467057,0.449623,0.688819,0.627573,3.72345,1.05598,0.33725,0.27559,0.290827
0.807458,0.26534,-0.152739,0.825031,3.72714,0.869009,0.383536,0.797659,0.82151
0.817166,0.369951,0.54242,0.528928,3.16587,1.34832,-0.0392304,0.264995,0.434882
0.658614,0.542981,0.263521,0.0731163,2.56868,1.25205,-0.0596315,0.434345,0.427874
0.753394,0.530404,0.838301,0.287967,0.942923,2.81668,-0.100877,0.139169,0.695264
0.571549,0.957276,0.396709,0.969229,2.81845,1.71298,0.43358,0.693271,0.468427
0.257216,0.601903,-0.115524,0.39583,2.38822,2.41614,0.552693,0.0902336,12.1001
0.852938,0.974682,-0.0351616,0.635826,0.95612,0.890886,0.00340472,0.117086,0.662295
0.424608,0.792651,0.581334,0.472048,2.09736,2.64589,0.623754,0.330298,0.292636
0.431369,0.353921,0.961146,0.048988,1.14,1.23718,0.903528,0.580428,0.31159
0.577354,0.820427,0.179708,0.392325,2.88264,0.967533,0.0890442,0.380489,0.459262
0.861957,0.628402,-0.147072,0.917994,2.6882,2.79877,0.116586,0.995323,0.686354
0.867544,0.207524,0.231698,0.426331,2.25915,1.63386,0.792209,0.691746,0.771499
0.328179,0.894794,-0.168998,0.244948,1.12922,1.24973,0.721521,0.697913,0.714089
0.418095,0.756158,0.549561,0.232223,2.68137,1.91196,0.649231,0.139844,0.701945
0.84252,0.734856,0.753078,0.711939,3.00253,1.00407,0.911379,0.516099,0.718875
0.661553,0.368356,0.697864,0.194882,1.16396,0.960844,0.342087,0.322327,0.348306
0.664192,0.635912,0.807887,0.289886,1.5155,3.36653,0.0325841,0.225722,0.534842
0.490568,0.746268,0.692296,0.53368,3.13105,2.12359,0.763018,0.382652,0.491935
0.917945,0.87096,0.063782,0.560423,1.56053,1.82337,0.733116,0.809418,0.724864
0.87677,0.470384,0.545371,0.148807,2.2069,3.30978,-0.0595814,0.845412,0.594867
0.525385,0.90175,0.809099,0.355286,1.87294,1.94973,0.939596,0.635808,0.420848
0.370648,0.8743,0.660018,0.209496,3.42735,1.60969,0.30167,0.806531,0.147759
0.919536,0.54057,0.643707,0.405027,3.72234,3.52938,0.84345,0.834327,0.700517
0.348427,0.57259,0.197426,0.452314,2.19454,1.4683,0.181653,0.455423,0.255118
0.597774,0.724607,0.839633,0.571558,3.23539,2.30935,-0.108584,0.839818,0.31236
0.516687,0.244147,-0.131577,0.778046,1.47809,1.85616,0.454593,0.095412,39.5936
0.449354,0.987345,0.541085,0.992743,2.65868,1.37247,0.742617,0.677758,0.415228
0.540039,0.214022,0.745862,0.540975,2.23524,1.27976,0.579568,0.532797,0.460688
0.687607,0.923017,0.352197,0.325887,2.93279,1.22471,0.533771,0.382614,0.715713
0.650977,0.221991,0.114006,0.483263,0.869722,3.0187,0.3403,0.928667,0.5618
0.853337,0.541432,0.756674,0.20818,3.82225,1.00963,0.325738,0.352428,0.565393
0.563128,0.785466,-0.171997,0.0326206,2.52096,3.14729,0.799668,0.564862,1.27956
0.742441,0.367963,0.957201,0.607417,2.5443,3.19808,0.044107,0.663533,0.402943
0.749019,0.245439,0.834627,0.106995,3.57027,1.95479,0.99944,0.308648,0.782559
0.816325,0.872312,0.53968,0.410427,0.979389,3.71485,0.593799,0.253082,0.627642
0.606314,0.696826,-0.0463264,0.992173,1.21416,3.23171,0.822646,0.214485,3.17653
0.531174,0.959658,0.755196,0.818503,1.61375,2.93153,0.240538,0.87184,0.278335
0.97538,0.421133,0.26762,0.963466,2.48997,0.839767,0.216965,0.8833,0.70402
0.405005,0.332772,0.111429,0.40431,2.14117,1.78755,0.945899,0.272503,4.72835
0.234002,0.949609,0.0158029,0.436586,2.10292,3.48931,0.70981,0.790793,0.284227
0.702347,0.974296,0.6862,0.75045,2.73832,3.20453,0.579377,0.212087,0.448481
0.632766,0.826701,0.586626,0.620186,0.976345,2.47552,0.559015,0.952716,0.446545
0.39049,0.418719,0.626769,0.0179155,1.58596,1.71884,-0.14321,0.725703,0.261847
0.493097,0.475936,0.536912,0.239512,2.13222,3.76743,0.659683,0.0239801,15.639
0.513685,0.769065,-0.047085,0.707161,3.87026,2.7396,0.091537,0.789524,0.515838
0.469489,0.924267,0.528539,0.177261,2.82015,2.09067,0.615256,0.79885,0.358219
0.311833,0.511645,0.571408,0.338254,3.50596,2.98078,0.881898,0.533265,0.638453
0.778961,0.790666,0.76979,0.330845,1.20872,1.04729,-0.126366,0.579454,0.399863
0.327336,0.593637,0.706881,0.213474,0.89299,2.47431,0.276075,0.968104,0.2331
0.301656,0.862945,0.833847,0.715727,2.29158,1.82378,0.866495,0.284113,0.103206
0.814318,0.427933,-0.0538468,0.470207,2.82094,1.26334,0.54945,0.301284,1.03805
0.976393,0.320324,0.678465,0.347645,2.89884,1.87825,0.483806,0.448004,0.692502
0.896935,0.683763,0.436878,0.507765,2.0754,0.99207,0.417085,0.560781,0.679935
0.514645,0.376032,-0.145119,0.7686,3.05739,1.98854,0.0778725,0.378432,0.816711
0.628657,0.693304,0.570651,0.535304,3.70948,2.96096,0.606253,0.0144343,1.73262
